lambda_weight,run_id,algorithm,accuracy_norm,energy_per_token_norm,latency_norm,reward,total_energy_wh
0.4,445,epsilon_greedy,0.6406340941155222,0.2296256431041828,0.21642211404818687,0.6925301992276403,314.9389934062009
0.4,445,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.46562334434322056,440.4658335067343
0.4,445,linear_epsilon_greedy,0.6381907422763875,0.16428106654797967,0.19324358570073308,0.7172020187466406,173.95533185837692
0.4,445,linucb,0.6159834853258102,0.12471477209104496,0.14871158652446997,0.7197041823590681,155.8231234582844
0.4,445,random,0.5177354523720614,0.16267632674716284,0.19920557368691352,0.6455707407243717,231.59052045917406
0.4,445,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.5743570568872527,52.46320379757186
0.4,445,thompson_sampling,0.6142648167844494,0.1335107807201343,0.15943317137226268,0.7151545777826159,215.13871464555245
0.4,446,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.5960783305073147,731.4273224816835
0.4,446,epsilon_greedy,0.5847034143986335,0.16061619808117036,0.1988145972807708,0.6865755694067119,268.6145767572946
0.4,446,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.46562334434322056,440.4658335067343
0.4,446,linear_epsilon_greedy,0.6099999542709178,0.11185602843049551,0.14937488796639845,0.7212575611903524,111.05989785200734
0.4,446,linucb,0.6204123821932572,0.11832432666567289,0.15565109212538808,0.7249176986496851,124.24756499109087
0.4,446,random,0.511171529359348,0.1706251876928398,0.20456628604654137,0.6384528425384729,239.47079250795807
0.4,446,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.5743570568872527,52.46320379757186
0.4,446,thompson_sampling,0.6221903608286554,0.12746532589686121,0.15804634946258211,0.7223280861384488,167.4184690311083
0.5,542,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.5738470099074934,731.4273224816835
0.5,542,epsilon_greedy,0.5999264482067367,0.13552256493440173,0.15344638101924868,0.7322019416361675,225.59270518305755
0.5,542,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.48598073375470485,440.4658335067343
0.5,542,linear_epsilon_greedy,0.5915336711364695,0.12749040109170656,0.1536707938586414,0.7320216350223815,164.02161901283392
0.5,542,linucb,0.6319061615571728,0.12625501418215418,0.1586893154719089,0.7528255736875094,119.86979372770993
0.5,542,random,0.5159634944942038,0.1684997937651482,0.20543341325719658,0.6737318503645278,233.95382532417005
0.5,542,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.6373220293513213,52.46320379757186
0.5,542,thompson_sampling,0.6183108084102499,0.13966736957990303,0.1622956552885608,0.7393217194151734,179.11027925101465
0.5,543,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.5738470099074934,731.4273224816835
0.5,543,epsilon_greedy,0.500905082025869,0.0764830986953361,0.1174997337416082,0.7122109916652665,100.64503438385803
0.5,543,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.48598073375470485,440.4658335067343
0.5,543,linear_epsilon_greedy,0.6074608165572747,0.13052451872996568,0.1508019862824435,0.7384681489136545,243.1211052996825
0.5,543,linucb,0.6298499337350442,0.13715469776464134,0.16520216833125884,0.7463476179852014,202.41657579505343
0.5,543,random,0.497912787244629,0.16902157471142637,0.20317084423233941,0.6644456062666013,242.7417026386806
0.5,543,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.6373220293513213,52.46320379757186
0.5,543,thompson_sampling,0.6206777641426695,0.12093706104583835,0.15394567937436612,0.7498703515484156,142.513833755457
0.5,544,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.5738470099074934,731.4273224816835
0.5,544,epsilon_greedy,0.5286318306332451,0.11529717470822448,0.14737213717646336,0.7066673279625103,180.52467243266202
0.5,544,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.48598073375470485,440.4658335067343
0.5,544,linear_epsilon_greedy,0.5999431863668592,0.12878228879167972,0.1618323452686164,0.7355804487875898,208.61835189061983
0.5,544,linucb,0.6167768352519238,0.13057566680278457,0.1512770622315801,0.7431005842245697,132.36906646720075
0.5,544,random,0.5124498492729541,0.1683130557085259,0.20433750896029593,0.6720683967822141,246.7131201996185
0.5,544,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.6373220293513213,52.46320379757186
0.5,544,thompson_sampling,0.5994104579529678,0.11740228335864633,0.1482807070361241,0.7410040872971607,150.28149352862707
0.5,545,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.5738470099074934,731.4273224816835
0.5,545,epsilon_greedy,0.5571744283376232,0.1067837603713728,0.14158078749984176,0.7251953339831252,172.9914479741566
0.5,545,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.48598073375470485,440.4658335067343
0.5,545,linear_epsilon_greedy,0.6179633473599226,0.14344872293317273,0.16867318825840869,0.737257312213375,280.6902683945352
0.5,545,linucb,0.6019615266816718,0.11434812924934422,0.14877294977339098,0.7438066987161638,142.36114948280195
